Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
27/02/2015,"29 KENURE PARK, RUSH, DUBLIN",,Dublin,"€223,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2019,"84 BARRACK ST, DUNDALK, CO LOUTH",,Louth,"€111,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/07/2017,"APT 8 BRIDGEVIEW, LIFFORD, CO DONEGAL",,Donegal,"€37,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2014,"77 SEACREST, BRAY, WICKLOW",,Wicklow,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2020,"26 THE CRESCENT, ROBSWALL, MALAHIDE",,Dublin,"€680,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2020,"Apartment 11  Watermark Building, Block C  Royal Canal Park, Ashtown",Dublin 15,Dublin,"€40,000.00",No,Yes,New Dwelling house /Apartment,
11/07/2018,"1A APPIAN CLOSE, ARDKEEN VILLAGE, CO WATERFORD",,Waterford,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2017,"CARNMORE ROAD, DUNGHOE, DONEGAL",,Donegal,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/10/2019,"ST EDWARD, 20B ADELAIDE ST, DUNLAOGHAIRE",,Dublin,"€995,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/10/2017,"95 Ardglass, Baltinglass",,Wicklow,"€202,643.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
14/10/2010,"7 Arundel, Monkstown Valley, Monkstown",,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/12/2013,"BROOK LAWN, LISTELLICK, TRALEE",,Kerry,"€124,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
19/04/2021,"30 UPPER GLENCAIRN, GLANMIRE, GLENCAIRN",,Cork,"€417,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/06/2012,"1 CLOGHABRODY, THOMASTOWN",,Kilkenny,"€60,225.00",Yes,No,Second-Hand Dwelling house /Apartment,
19/12/2018,"20 VILLAGE RD, LUSK, DUBLIN",,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/05/2014,"23 WINDMILL TCE, BLANCHARDSTOWN, DUBLIN 15",,Dublin,"€98,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/02/2011,"Apt 28 Laurel House, Carrickmines Green, Glenamuck Road",Dublin 18,Dublin,"€162,996.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
31/10/2019,"75 Dun Eimear, Bettystown, Co. Meath",,Meath,"€329,127.00",No,Yes,New Dwelling house /Apartment,
21/09/2018,"2 CASTLEVIEW DR, SWORDS, DUBLIN",,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2021,"2 CASTLE PARK, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,"€291,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2016,"CLONEYOGEN, LAHINCH, CO CLARE",,Clare,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2012,"10 Lios Cara Crescent, Killeens",,Cork,"€114,537.44",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
08/09/2021,"41 Boru Court, Ballina",,Tipperary,"€295,000.00",No,Yes,New Dwelling house /Apartment,
18/10/2018,"2 ROSEVIEW, WHITECHURCH, CORK",,Cork,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/04/2021,"12 DARTRY CLOSE, WEST END, BUNDORAN",,Donegal,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/08/2018,"ST BRIGIDS, BATTERY ROAD, ATHLONE",,Roscommon,"€17,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2011,"Apt. 4 Clifden Court, Ellis Quay, Dublin 7",Dublin 7,Dublin,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2015,"Monaboy, Strokestown",,Roscommon,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2010,"46 The Drive, Oldtown Mill, Celbridge",,Kildare,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2012,"178 Childers Heights, Ballina",,Mayo,"€101,500.00",No,No,Second-Hand Dwelling house /Apartment,
09/10/2018,"12 LEINSTER RD WEST, RATHMINES, DUBLIN 6",Dublin 6,Dublin,"€722,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2014,"9 GLANTAN, GOLF LINKS RD, CASTLETROY",,Limerick,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2012,"The Old Lodge, Thormanby Road, Howth",,Dublin,"€641,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2015,"11 Blackwood Crescent, Ongar Chase, Ongar",Dublin 15,Dublin,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2020,"859 PIERCETOWN, NEWBRIDGE, KILDARE",,Kildare,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2018,"14 BOW BRIDGE, KILMAINHAM, DUBLIN 8",,Dublin,"€256,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2019,"17 MARY ST SOUTH, DUNDALK, LOUTH",,Louth,"€37,500.00",No,No,Second-Hand Dwelling house /Apartment,
09/07/2019,"55 Bramble Avenue, Castleoaks, Dublin Road",,Carlow,"€210,600.00",No,Yes,New Dwelling house /Apartment,
08/03/2018,"15 SALLYBROOK CLONEA ROAD, ABBEYSIDE, DUNGARVAN",,Waterford,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2017,"11 Parkside Boulevard, parkside, malahide road",Dublin 13,Dublin,"€343,612.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
28/07/2011,"Kilskeer, Upper Kells",,Meath,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/08/2015,"10 ORMOND RD SOUTH, RATHMINES, DUBLIN 6",Dublin 6,Dublin,"€1,585,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2019,"KILCREA, CHURCH RD, BLACKROCK",,Cork,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2020,"RAHARD, BALLINROBE, MAYO",,Mayo,"€53,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2018,"FERNDALE, AVOCA AVE, BLACKROCK",,Dublin,"€2,050,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/05/2020,"232 SWALLOW DR, CAREW PARK, LIMERICK",,Limerick,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2017,"32 THE OAKS, ELMFIELD, LEOPARDSTOWN",Dublin 18,Dublin,"€337,429.96",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/11/2017,"APT 2 SUTTON CASTLE, SHIELMARTIN ROAD, SUTTON",Dublin 13,Dublin,"€655,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/04/2021,"APT 5 RANELAGH COURT, 12 RANELAGH RD, RANELAGH DUBLIN 6",Dublin 6,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2020,"Apartment No.24, Abelard Square, Phoenix Park Racecourse",Dublin 15,Dublin,"€235,672.25",No,Yes,New Dwelling house /Apartment,
08/11/2019,"13 KENTFIELD, SHANKILL, DUBLIN",Dublin 18,Dublin,"€640,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/08/2020,"21 Whitebeam Hall, Clay Farm, Leopardstown",Dublin 18,Dublin,"€405,286.00",No,Yes,New Dwelling house /Apartment,
10/11/2016,"23 Thorndale, Delgany",,Wicklow,"€465,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/12/2014,"8 Steeple Meadow Crescent, Milltown",,Kerry,"€96,917.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/02/2020,"52 THE COOMBE, DUBLIN 8",,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/03/2019,"50 LANESBOROUGH MEWS, ST MARGARETS RD, FINGLAS DUBLIN 11",Dublin 11,Dublin,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2019,"COLERAINE, CASHAN, CO TIPPERARY",,Tipperary,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2018,"DERNASEE, BEALNAMULLIA, ATHLONE",,Roscommon,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2012,"Knockanean, Ennis",,Clare,"€396,475.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
31/07/2015,"13 Linnett, Barnageeragh Cove, Barnageeragh  Skerries",,Dublin,"€286,343.61",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
20/09/2010,"Furraleigh, Kilmacthomas",,Waterford,"€107,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2014,"52 WHITEHALL EST, TULLAMORE, OFFALY",,Offaly,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2014,"2 SHANTRAUD CLOSE, SHANTRAUD, KILLALOE",,Clare,"€92,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/01/2020,"CREAGH HOUSE, MAIN ST, DONERAILE",,Cork,"€737,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2021,"30 STENSON PARK, FARRANSHONE, LIMERICK",,Limerick,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2017,"CAPPA, KILRUSH, CLARE",,Clare,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2021,"101 AVOCA PARK, BLACKROCK, DUBLIN",,Dublin,"€1,780,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2015,"12 ROCHDALE, HONEY PARK, KILL AVENUE",Dublin 15,Dublin,"€153,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
16/03/2017,"14 Finlay Park, Old Caragh Road, Naas",,Kildare,"€308,370.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/03/2020,"159 ST JOHNS PK, WATERFORD, WATERFORD",,Waterford,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2017,"16 MAYWOOD LAWN, RAHENY, DUBLIN 5",Dublin 5,Dublin,"€595,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/03/2014,"2454 Maynooth Road, Prosperous Road, Clane",,Kildare,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/03/2016,"14 ASH HAVEN, MAREE RD, ORANMORE",,Galway,"€288,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2013,"34 OAKCOURT LAWN, PALMERSTOWN, DUBLIN 20",,Dublin,"€182,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"2 WILLOW PARK, CLONAKILTY, CORK",,Cork,"€188,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2014,"1 CABRA ROAD, PHIBSBOROUGH, DUBLIN 7",,Dublin,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2014,"17 WILLIAM ST, TULLAMORE, OFFALY",,Offaly,"€28,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2019,"BARNANE, DROM, TEMPLEMORE",,Tipperary,"€231,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2018,"APT 25, ST MAELRUANS COURTYARD, ST MAELRUANS PARK DUBLIN 24",Dublin 24,Dublin,"€201,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2012,"6 Ard Mullen, Kenmare",,Kildare,"€445,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2016,"CAHERMORRIS, CORRANDULLA, CO GALWAY",,Galway,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2014,"108 Oldcourt, Greenfields, Ballincollig",,Cork,"€252,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2017,"6 Sliabh Rua, Courtbrack, Blarney",,Cork,"€320,050.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
22/04/2016,"7 GALWAY BAY APTS, SALTHILL, GALWAY",,Galway,"€169,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2015,"54 The Steeples, Mulgrave Street",,Limerick,"€42,105.26",No,No,Second-Hand Dwelling house /Apartment,
08/11/2019,"738 HOWTH ROAD, RAHENY, DUBLIN 5",Dublin 5,Dublin,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/11/2019,"23 GURRANABRAHER AVE, CORK, CORK",,Cork,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2020,"22 Meadowbank Green, Millers Glen, Swords",,Dublin,"€271,969.00",No,Yes,New Dwelling house /Apartment,
11/12/2019,"54, The Drive, Semple Woods",,Dublin,"€348,017.62",No,Yes,New Dwelling house /Apartment,
24/02/2020,"87 THE ACADEMY, PARK WEST POINTE, PARK WEST DUBLIN 12",Dublin 12,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/07/2013,"38 Rockpark Avenue, Tralee",,Kerry,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2014,"Coolreiry, Castleconnell",,Limerick,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2019,"GRANGE BEG, DUNLAVIN, KILDARE",,Kildare,"€322,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/03/2020,"3 THE OAK, MURROE, LIMERICK",,Limerick,"€149,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"163 ASHCROFT, RAHENY, DUBLIN 5",Dublin 5,Dublin,"€147,428.00",Yes,No,Second-Hand Dwelling house /Apartment,
25/01/2016,"21 CASTLEPARK, KINSALE, CORK",,Cork,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2021,"BAILE NA BUAILE, DINGLE, KERRY",,Kerry,"€1,050,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2012,"6  Redwood Drive, Kilnamanagh, Tallaght",,Dublin,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2018,"4 LIFFEY RD, LIFFEY VALLEY PARK, LUCAN",,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2013,"62 Ardlea Road, Artane",Dublin 5,Dublin,"€77,720.00",Yes,No,Second-Hand Dwelling house /Apartment,
02/02/2021,"24 CORDUFF GREEN, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/04/2021,"JOHNSTOWN, KILMICHAEL, MACROOM",,Cork,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2011,"50 KIMMAGE ROAD WEST, KIMMAGE, DUBLIN",Dublin 12,Dublin,"€510,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/05/2021,"30 ROSCAM HOUSE, ROSCAM, DOUGHISKA",,Galway,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2020,"90 LIMERICK JUNCTION, LIMERICK, TIPPERARY",,Tipperary,"€137,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2017,"32 KIMMAGE GROVE, KIMMAGE ROAD LOWER, DUBLIN 6W",,Dublin,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2021,"24 Parklands Boulevard, Parklands, Citywest",Dublin 24,Dublin,"€321,585.00",No,Yes,New Dwelling house /Apartment,
07/10/2010,"Apt.5 Barrow House, Custom House Square, Dublin 1",Dublin 1,Dublin,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2019,"130 GRIANAN FIDH, AIKENS VILLAGE, SANDYFORD DUBLIN 18",Dublin 18,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/09/2017,"35 OAKLANDS, GREYSTONES, WICKLOW",,Wicklow,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2015,"7 THE CARLTON SUITES, HENRY ST, LIMERICK",,Limerick,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2017,"13 KILRUSH PARK, DUNGARVAN, WATERFORD",,Waterford,"€136,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2013,"17 The Avenue, Lios na Fea, Macroom",,Cork,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/02/2016,"10 MARINERS COURT, KILBARRACK RD, KILBARARRACK DUBLIN 5",Dublin 5,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/10/2017,"1 BLOSSOM COURT, ESKER HILLS, PORTLAOISE",,Laois,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2013,"578 COLLINS AVE, GLASNEVIN, DUBLIN 9",Dublin 9,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/06/2021,"BALLAGHLEA, BALLYGAR, CO. GALWAY",,Galway,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/10/2019,"32 SOUTHSHORE APT, TRAMORE, CO. WATERFORD",,Waterford,"€147,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2016,"LAHARN, KILLORGLIN, KERRY",,Kerry,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2019,"16 THE GREEN, ROBERTSHILL CIRCULAR RD, KILKENNY",,Kilkenny,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2013,"Grange Lodge, Ballylangdon, Grange",,Waterford,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/05/2014,"73 Ghort na Mara, Seafield Road, Blackrock",,Louth,"€72,000.00",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/03/2020,"26, Radharc Na Siuire, Knockboy",,Waterford,"€145,374.00",No,Yes,New Dwelling house /Apartment,
15/02/2018,"THE COTTAGE, KILROE, BALLYLOOBEY",,Tipperary,"€49,750.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2017,"8 CHERRYVALLEY GREEN, RATHMOLYON, MEATH",,Meath,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2011,"79 St. John's Crescent, Clondalkin, Dublin 22",Dublin 15,Dublin,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2021,"14 BLACKHALL COURT, DUBLIN 7, DUBLIN",Dublin 7,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2015,"17 Hillcrest Manor, Newport, County Tipperary",,Tipperary,"€140,969.17",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
10/01/2011,"28 Weavers Hall, The Gallops",,Dublin,"€202,643.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/03/2014,"7 FERRYCARRIG DRIVE, FAIRFIELD, COOLOCK",,Dublin,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2017,"24 GARDEN VILLAGE DR, KILPEDDER, WICKLOW",,Wicklow,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2014,"15 RAMLEH HALL, CONVENT AVE, MOUNT ST ANNES DUBLIN 6",Dublin 6,Dublin,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2021,"CROSSAYLE, CAPPAWHITE, CO. TIPPERARY",,Tipperary,"€227,500.00",No,No,Second-Hand Dwelling house /Apartment,
13/05/2019,"THE STONE HOUSE, THE GREEN RD, PARKSWOOD UPPER",,Waterford,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2017,"187 Churchfields, Ashbourne, Co. Meath",,Meath,"€261,215.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/05/2018,"APPARTMENT 2, ROEBUCK PARK HOUSE, LARCHFIELD PARK GOATSTOWN",Dublin 14,Dublin,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/04/2017,"16 Park Avenue, Millers Glen, Swords",,Dublin,"€288,545.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/07/2020,"25 BEAUPARK CRESCENT, CLONGRIFFIN, DUBLIN 13",Dublin 13,Dublin,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2016,"60 MAYORSTONE DR, LIMERICK, LIMERICK",,Limerick,"€232,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2016,"29 BELARMINE HALL, STEPASIDE, DUBLIN 18",Dublin 18,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2019,"17 ARDEEVIN AVE, LUCAN, DUBLIN",,Dublin,"€540,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2016,"38 MELROSE COURT, GEORGES ST UPPER, WEXFORD",,Wexford,"€73,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2020,"87 River Crescent, Virginia",,Cavan,"€201,762.00",No,Yes,New Dwelling house /Apartment,
07/03/2014,"14 FREDERICK AVE, STRAWHALL, CARLOW",,Carlow,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/06/2019,"26 THE GLEN, WATERFORD, WATERFORD",,Waterford,"€87,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2016,"APT 72, NORTH QUAY PLACE, POPES QUAY",,Cork,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/10/2021,"No 39 Eaton Close, Rathcoole, Dublin",,Dublin,"€315,000.00",No,Yes,New Dwelling house /Apartment,
06/05/2021,"58 THE PARK, MARTELLO VILLAGE, BRYANSTOWN",,Louth,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/04/2017,"65 CURRAGH WOODS, FRANKFIELD, CORK",,Cork,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/03/2021,"64 PARNELL PARK, NAVAN, MEATH",,Meath,"€122,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2020,"14 Knightsgate Walk, Rush",,Dublin,"€299,559.47",No,Yes,New Dwelling house /Apartment,
14/11/2019,"Apartment No.161 Abbot Court, Cualanor, Upper Glenageary Road",,Dublin,"€340,089.43",No,Yes,New Dwelling house /Apartment,
20/04/2011,"60 Glenmore Park, Muirhevnamor, Dundalk",,Louth,"€52,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2018,"60 GARRAN ARD, DOUGHISKA, GALWAY",,Galway,"€227,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/08/2021,"3 Hoban Park, Callan",,Kilkenny,"€138,259.00",Yes,No,New Dwelling house /Apartment,
04/11/2016,"IVYDENE, KNOWHEAD RD, MUFF",,Donegal,"€182,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/01/2018,"84 SAND DUNE HOLIDAY COTTAGES, BANNA, KERRY",,Kerry,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2012,"The Cottage, Walshestown",,Dublin,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2020,"13 CEANN MARA COURT, PAIRC NA GLOINE, KENMARE",,Kerry,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2016,"CAMPILE, NEW ROSS, WEXFORD",,Wexford,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2018,"18 The Gardens, Westfield, Leixlip",,Kildare,"€330,396.46",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/01/2016,"QUINVILLE ABBEY, QUIN, CLARE",,Clare,"€1,360,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2017,"119 STILLORGAN HEATH, STILLORGAN, DUBLIN",,Dublin,"€750,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"ACORN VILLAS, MILL RD, KILLARNEY",,Kerry,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2016,"33 BRYANSTOWN MANOR, DROGHEDA, LOUTH",,Louth,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2016,"612 Brookfield Hall, Castletroy, Limerick",,Limerick,"€41,694.44",No,No,Second-Hand Dwelling house /Apartment,
19/12/2016,"74 HANNAH SQR, ST EDMUNDS, PALMERSTOWN",Dublin 20,Dublin,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2012,"39 McCurtain Hill, Clonakilty",,Cork,"€73,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2015,"26 THORNBERRY SQ, CLONEE, DUBLIN 15",Dublin 15,Dublin,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/10/2018,"APT 50, AVENDALE HOUSE, SEVEN OAKS",Dublin 6,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2016,"107 BALLYMUN RD, GLASNEVIN, DUBLIN 9",Dublin 9,Dublin,"€560,000.00",No,No,Second-Hand Dwelling house /Apartment,
